model,condition,seed,n_ontology_features,ontology_features,macro_f1,accuracy,support_negative,support_neutral,support_positive,runtime_seconds,f1_negative,f1_neutral,f1_positive,tfidf_max_features,semantic_input_profile
LR,drop_future,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5611813020706551,0.6160990712074303,48,119,156,0.0877,0.40816326530612246,0.5486725663716814,0.7267080745341615,5000,train_standardized_float64
LR,drop_data,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5738858252523277,0.628482972136223,48,119,156,0.0842,0.42105263157894735,0.5676855895196506,0.7329192546583851,5000,train_standardized_float64
LR,drop_algorithm,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.571065950000056,0.6253869969040248,48,119,156,0.0876,0.41237113402061853,0.5689655172413793,0.7318611987381703,5000,train_standardized_float64
LR,drop_robot,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5526866408445356,0.6130030959752322,48,119,156,0.0836,0.37894736842105264,0.5541125541125541,0.725,5000,train_standardized_float64
LR,drop_automation,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5700544165338317,0.6222910216718266,48,119,156,0.0841,0.42857142857142855,0.5486725663716814,0.7329192546583851,5000,train_standardized_float64
LR,drop_ethics,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5653326148454405,0.6222910216718266,48,119,156,0.0882,0.40425531914893614,0.5627705627705628,0.7289719626168224,5000,train_standardized_float64
LR,drop_innovation,123,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5681968647829971,0.6222910216718266,48,119,156,0.079,0.4166666666666667,0.5589519650655022,0.7289719626168224,5000,train_standardized_float64
LR,drop_global_counts,123,30,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro,0.5715819939957871,0.6222910216718266,48,119,156,0.0698,0.42424242424242425,0.5603448275862069,0.7301587301587301,5000,train_standardized_float64
LR,BSL,2024,0,,0.5772827871778397,0.631578947368421,48,119,156,0.0225,0.43478260869565216,0.5517241379310345,0.7453416149068323,5000,text_only
LR,ENR_full_37,2024,37,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5674609669201941,0.6222910216718266,48,119,156,0.0913,0.4166666666666667,0.5550660792951542,0.7306501547987616,5000,train_standardized_float64
LR,ENR_selected,2024,6,ont_domain_density|ont_total_negativo_mentions|ont_InteligenciaArtificial_Negativo|ont_Innovacion_Neutro|ont_Etica_Negativo|ont_Tecnologia_Neutro,0.5863106205086561,0.6408668730650154,48,119,156,0.0521,0.44680851063829785,0.5575221238938053,0.754601226993865,5000,train_standardized_float64
LR,drop_ai,2024,34,ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5738858252523277,0.628482972136223,48,119,156,0.0834,0.42105263157894735,0.5676855895196506,0.7329192546583851,5000,train_standardized_float64
LR,drop_ml,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5611300478460127,0.6160990712074303,48,119,156,0.0812,0.40860215053763443,0.5565217391304348,0.718266253869969,5000,train_standardized_float64
LR,drop_technology,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5772181524257801,0.628482972136223,48,119,156,0.0949,0.4375,0.5589519650655022,0.735202492211838,5000,train_standardized_float64
LR,drop_future,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5611813020706551,0.6160990712074303,48,119,156,0.0859,0.40816326530612246,0.5486725663716814,0.7267080745341615,5000,train_standardized_float64
LR,drop_data,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5738858252523277,0.628482972136223,48,119,156,0.0835,0.42105263157894735,0.5676855895196506,0.7329192546583851,5000,train_standardized_float64
LR,drop_algorithm,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.571065950000056,0.6253869969040248,48,119,156,0.0864,0.41237113402061853,0.5689655172413793,0.7318611987381703,5000,train_standardized_float64
LR,drop_robot,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5526866408445356,0.6130030959752322,48,119,156,0.0813,0.37894736842105264,0.5541125541125541,0.725,5000,train_standardized_float64
LR,drop_automation,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5700544165338317,0.6222910216718266,48,119,156,0.0821,0.42857142857142855,0.5486725663716814,0.7329192546583851,5000,train_standardized_float64
LR,drop_ethics,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5653326148454405,0.6222910216718266,48,119,156,0.0885,0.40425531914893614,0.5627705627705628,0.7289719626168224,5000,train_standardized_float64
LR,drop_innovation,2024,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5681968647829971,0.6222910216718266,48,119,156,0.0834,0.4166666666666667,0.5589519650655022,0.7289719626168224,5000,train_standardized_float64
LR,drop_global_counts,2024,30,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro,0.5715819939957871,0.6222910216718266,48,119,156,0.0722,0.42424242424242425,0.5603448275862069,0.7301587301587301,5000,train_standardized_float64
RF,BSL,42,0,,0.602751500899649,0.6470588235294118,48,119,156,0.2782,0.4772727272727273,0.6008230452674898,0.7301587301587301,10000,text_only
RF,ENR_full_37,42,37,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5846075781969862,0.6099071207430341,48,119,156,0.2859,0.5227272727272727,0.5560165975103735,0.6750788643533123,10000,raw_float64
RF,ENR_selected,42,6,ont_domain_density|ont_total_negativo_mentions|ont_InteligenciaArtificial_Negativo|ont_Innovacion_Neutro|ont_Etica_Negativo|ont_Tecnologia_Neutro,0.5973798000201117,0.6346749226006192,48,119,156,0.2823,0.5,0.5774058577405857,0.7147335423197492,10000,raw_float64
RF,drop_ai,42,34,ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.596119133248647,0.6377708978328174,48,119,156,0.2907,0.4819277108433735,0.5934959349593496,0.7129337539432177,10000,raw_float64
RF,drop_ml,42,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_Tecnologia_Positivo|ont_Tecnologia_Negativo|ont_Tecnologia_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.5911366197552218,0.6253869969040248,48,119,156,0.2942,0.5063291139240507,0.5714285714285714,0.6956521739130435,10000,raw_float64
RF,drop_technology,42,34,ont_InteligenciaArtificial_Positivo|ont_InteligenciaArtificial_Negativo|ont_InteligenciaArtificial_Neutro|ont_AprendizajeAutomatico_Positivo|ont_AprendizajeAutomatico_Negativo|ont_AprendizajeAutomatico_Neutro|ont_Futuro_Positivo|ont_Futuro_Negativo|ont_Futuro_Neutro|ont_Datos_Positivo|ont_Datos_Negativo|ont_Datos_Neutro|ont_Algoritmo_Positivo|ont_Algoritmo_Negativo|ont_Algoritmo_Neutro|ont_Robot_Positivo|ont_Robot_Negativo|ont_Robot_Neutro|ont_Automatizacion_Positivo|ont_Automatizacion_Negativo|ont_Automatizacion_Neutro|ont_Etica_Positivo|ont_Etica_Negativo|ont_Etica_Neutro|ont_Innovacion_Positivo|ont_Innovacion_Negativo|ont_Innovacion_Neutro|ont_has_ontology_elements|ont_count_domain_concepts|ont_total_positivo_mentions|ont_total_negativo_mentions|ont_total_neutro_mentions|ont_domain_score|ont_domain_density,0.6028557839186176,0.6408668730650154,48,119,156,0.2893,0.5063291139240507,0.5901639344262295,0.7120743034055728,10000,raw_float64
