variant_id,context_window,minimum_frequency,minimum_absolute_valence,maximum_absolute_context_weight,lexicon_size,positive_terms,negative_terms,train_context_token_count,train_context_vocabulary_size,selected_feature_count,selected_features,posts_with_any_ontology_feature,overall_activation_pct,posts_with_selected_feature,selected_activation_pct,rdf_triple_count,concept_assertion_count,nonzero_activation_count,nonzero_selected_activations,selected_trace_rate_pct,shacl_conforms,shacl_validation_result_count,variant_dir,variant_status,error,reused_from_pilot
w5_f2_v1p0_c2p0,5,2,1.0,2.0,92.0,60.0,32.0,5253.0,2524.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Positivo;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9403.0,1958.0,100.0,True,0.0,results/sensitivity/w5_f2_v1p0_c2p0,passed,,
w5_f2_v1p5_c2p0,5,2,1.5,2.0,62.0,43.0,19.0,5253.0,2524.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9335.0,1786.0,100.0,True,0.0,results/sensitivity/w5_f2_v1p5_c2p0,passed,,
w5_f2_v2p0_c2p0,5,2,2.0,2.0,30.0,19.0,11.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9127.0,1751.0,100.0,True,0.0,results/sensitivity/w5_f2_v2p0_c2p0,passed,,
w5_f3_v0p25_c2p0,5,3,0.25,2.0,49.0,31.0,18.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9351.0,1802.0,100.0,True,0.0,results/sensitivity/w5_f3_v0p25_c2p0,passed,,
w5_f3_v0p5_c2p0,5,3,0.5,2.0,48.0,31.0,17.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9351.0,1802.0,100.0,True,0.0,results/sensitivity/w5_f3_v0p5_c2p0,passed,,
w5_f3_v1p0_c2p0,5,3,1.0,2.0,42.0,28.0,14.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9329.0,1789.0,100.0,True,0.0,results/sensitivity/canonical_w5_f3_v1p0_c2p0,passed,,True
w5_f3_v1p5_c2p0,5,3,1.5,2.0,27.0,18.0,9.0,5253.0,2524.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Negativo;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9273.0,1758.0,100.0,True,0.0,results/sensitivity/w5_f3_v1p5_c2p0,passed,,
w5_f3_v2p0_c2p0,5,3,2.0,2.0,10.0,6.0,4.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9067.0,1720.0,100.0,True,0.0,results/sensitivity/w5_f3_v2p0_c2p0,passed,,
w5_f5_v0p25_c2p0,5,5,0.25,2.0,15.0,9.0,6.0,5253.0,2524.0,5.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9211.0,1720.0,100.0,True,0.0,results/sensitivity/w5_f5_v0p25_c2p0,passed,,
w5_f5_v0p5_c2p0,5,5,0.5,2.0,15.0,9.0,6.0,5253.0,2524.0,5.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9211.0,1720.0,100.0,True,0.0,results/sensitivity/w5_f5_v0p5_c2p0,passed,,
w5_f5_v1p0_c2p0,5,5,1.0,2.0,14.0,9.0,5.0,5253.0,2524.0,5.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9211.0,1720.0,100.0,True,0.0,results/sensitivity/w5_f5_v1p0_c2p0,passed,,
w5_f5_v1p5_c2p0,5,5,1.5,2.0,8.0,5.0,3.0,5253.0,2524.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9171.0,1713.0,100.0,True,0.0,results/sensitivity/w5_f5_v1p5_c2p0,passed,,
w5_f5_v2p0_c2p0,5,5,2.0,2.0,2.0,1.0,1.0,5253.0,2524.0,3.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9008.0,1686.0,100.0,True,0.0,results/sensitivity/w5_f5_v2p0_c2p0,passed,,
w5_f8_v0p25_c2p0,5,8,0.25,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w5_f8_v0p25_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w5_f8_v0p25_c2p0/lexicon_manifest.json,
w5_f8_v0p5_c2p0,5,8,0.5,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w5_f8_v0p5_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w5_f8_v0p5_c2p0/lexicon_manifest.json,
w5_f8_v1p0_c2p0,5,8,1.0,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w5_f8_v1p0_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w5_f8_v1p0_c2p0/lexicon_manifest.json,
w5_f8_v1p5_c2p0,5,8,1.5,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w5_f8_v1p5_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w5_f8_v1p5_c2p0/lexicon_manifest.json,
w5_f8_v2p0_c2p0,5,8,2.0,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w5_f8_v2p0_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w5_f8_v2p0_c2p0/lexicon_manifest.json,
w7_f1_v0p25_c2p0,7,1,0.25,2.0,335.0,177.0,158.0,7033.0,3055.0,10.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Tecnologia_Positivo;ont_Datos_Negativo;ont_Innovacion_Positivo;ont_Futuro_Negativo;ont_total_positivo_mentions;ont_Etica_Negativo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9586.0,2430.0,100.0,True,0.0,results/sensitivity/w7_f1_v0p25_c2p0,passed,,
w7_f1_v0p5_c2p0,7,1,0.5,2.0,319.0,167.0,152.0,7033.0,3055.0,10.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Tecnologia_Positivo;ont_Datos_Negativo;ont_Innovacion_Positivo;ont_Futuro_Negativo;ont_total_positivo_mentions;ont_Etica_Negativo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9589.0,2428.0,100.0,True,0.0,results/sensitivity/w7_f1_v0p5_c2p0,passed,,
w7_f1_v1p0_c2p0,7,1,1.0,2.0,280.0,148.0,132.0,7033.0,3055.0,10.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Futuro_Negativo;ont_Innovacion_Positivo;ont_Tecnologia_Positivo;ont_Datos_Negativo;ont_Etica_Negativo;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9560.0,2369.0,100.0,True,0.0,results/sensitivity/w7_f1_v1p0_c2p0,passed,,
w7_f1_v1p5_c2p0,7,1,1.5,2.0,196.0,106.0,90.0,7033.0,3055.0,7.0,ont_total_negativo_mentions;ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_Datos_Negativo;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9487.0,2104.0,100.0,True,0.0,results/sensitivity/w7_f1_v1p5_c2p0,passed,,
w7_f1_v2p0_c2p0,7,1,2.0,2.0,100.0,44.0,56.0,7033.0,3055.0,8.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9240.0,1920.0,100.0,True,0.0,results/sensitivity/w7_f1_v2p0_c2p0,passed,,
w7_f2_v0p25_c2p0,7,2,0.25,2.0,134.0,84.0,50.0,7033.0,3055.0,8.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Datos_Negativo;ont_Etica_Negativo;ont_Tecnologia_Positivo;ont_Innovacion_Neutro;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9498.0,2145.0,100.0,True,0.0,results/sensitivity/w7_f2_v0p25_c2p0,passed,,
w7_f2_v0p5_c2p0,7,2,0.5,2.0,129.0,83.0,46.0,7033.0,3055.0,8.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Datos_Negativo;ont_Etica_Negativo;ont_Tecnologia_Positivo;ont_Innovacion_Neutro;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9498.0,2146.0,100.0,True,0.0,results/sensitivity/w7_f2_v0p5_c2p0,passed,,
w7_f2_v1p0_c2p0,7,2,1.0,2.0,114.0,72.0,42.0,7033.0,3055.0,7.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Datos_Negativo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9465.0,1771.0,100.0,True,0.0,results/sensitivity/w7_f2_v1p0_c2p0,passed,,
w7_f2_v1p5_c2p0,7,2,1.5,2.0,80.0,54.0,26.0,7033.0,3055.0,7.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9395.0,1672.0,100.0,True,0.0,results/sensitivity/w7_f2_v1p5_c2p0,passed,,
w7_f2_v2p0_c2p0,7,2,2.0,2.0,42.0,24.0,18.0,7033.0,3055.0,7.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9169.0,1810.0,100.0,True,0.0,results/sensitivity/w7_f2_v2p0_c2p0,passed,,
w7_f3_v0p25_c2p0,7,3,0.25,2.0,75.0,48.0,27.0,7033.0,3055.0,8.0,ont_total_negativo_mentions;ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_Datos_Negativo;ont_Tecnologia_Positivo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9454.0,2029.0,100.0,True,0.0,results/sensitivity/w7_f3_v0p25_c2p0,passed,,
w7_f3_v0p5_c2p0,7,3,0.5,2.0,73.0,48.0,25.0,7033.0,3055.0,8.0,ont_total_negativo_mentions;ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_Datos_Negativo;ont_Tecnologia_Positivo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9454.0,2030.0,100.0,True,0.0,results/sensitivity/w7_f3_v0p5_c2p0,passed,,
w7_f3_v1p0_c2p0,7,3,1.0,2.0,64.0,43.0,21.0,7033.0,3055.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Positivo;ont_Datos_Negativo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9422.0,1694.0,100.0,True,0.0,results/sensitivity/w7_f3_v1p0_c2p0,passed,,
w7_f3_v1p5_c2p0,7,3,1.5,2.0,41.0,29.0,12.0,7033.0,3055.0,8.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Datos_Negativo;ont_Etica_Negativo;ont_Tecnologia_Negativo;ont_Tecnologia_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9361.0,1628.0,100.0,True,0.0,results/sensitivity/w7_f3_v1p5_c2p0,passed,,
w7_f3_v2p0_c2p0,7,3,2.0,2.0,17.0,10.0,7.0,7033.0,3055.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Datos_Negativo;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9123.0,1757.0,100.0,True,0.0,results/sensitivity/w7_f3_v2p0_c2p0,passed,,
w7_f5_v0p25_c2p0,7,5,0.25,2.0,24.0,16.0,8.0,7033.0,3055.0,5.0,ont_domain_density;ont_Innovacion_Neutro;ont_InteligenciaArtificial_Negativo;ont_total_negativo_mentions;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9306.0,1746.0,100.0,True,0.0,results/sensitivity/w7_f5_v0p25_c2p0,passed,,
w7_f5_v0p5_c2p0,7,5,0.5,2.0,24.0,16.0,8.0,7033.0,3055.0,5.0,ont_domain_density;ont_Innovacion_Neutro;ont_InteligenciaArtificial_Negativo;ont_total_negativo_mentions;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9306.0,1746.0,100.0,True,0.0,results/sensitivity/w7_f5_v0p5_c2p0,passed,,
w7_f5_v1p0_c2p0,7,5,1.0,2.0,22.0,15.0,7.0,7033.0,3055.0,5.0,ont_domain_density;ont_Innovacion_Neutro;ont_InteligenciaArtificial_Negativo;ont_total_negativo_mentions;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9297.0,1751.0,100.0,True,0.0,results/sensitivity/w7_f5_v1p0_c2p0,passed,,
w7_f5_v1p5_c2p0,7,5,1.5,2.0,13.0,10.0,3.0,7033.0,3055.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9243.0,1718.0,100.0,True,0.0,results/sensitivity/w7_f5_v1p5_c2p0,passed,,
w7_f5_v2p0_c2p0,7,5,2.0,2.0,5.0,4.0,1.0,7033.0,3055.0,3.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9037.0,1683.0,100.0,True,0.0,results/sensitivity/w7_f5_v2p0_c2p0,passed,,
w7_f8_v0p25_c2p0,7,8,0.25,2.0,6.0,5.0,1.0,7033.0,3055.0,4.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro;ont_Datos_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9203.0,1688.0,100.0,True,0.0,results/sensitivity/w7_f8_v0p25_c2p0,passed,,
w7_f8_v0p5_c2p0,7,8,0.5,2.0,6.0,5.0,1.0,7033.0,3055.0,4.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro;ont_Datos_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9203.0,1688.0,100.0,True,0.0,results/sensitivity/w7_f8_v0p5_c2p0,passed,,
w7_f8_v1p0_c2p0,7,8,1.0,2.0,6.0,5.0,1.0,7033.0,3055.0,4.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro;ont_Datos_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9203.0,1688.0,100.0,True,0.0,results/sensitivity/w7_f8_v1p0_c2p0,passed,,
w7_f8_v1p5_c2p0,7,8,1.5,2.0,5.0,4.0,1.0,7033.0,3055.0,4.0,ont_domain_density;ont_Innovacion_Neutro;ont_Tecnologia_Neutro;ont_Datos_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9183.0,1689.0,100.0,True,0.0,results/sensitivity/w7_f8_v1p5_c2p0,passed,,
w7_f8_v2p0_c2p0,7,8,2.0,2.0,,,,,,,,,,,,,,,,,False,,results/sensitivity/w7_f8_v2p0_c2p0,invalid,Lexicon manifest lacks combined positive/negative entries: JOWS/revisions/campaign_f123_20260914/package/results/sensitivity/w7_f8_v2p0_c2p0/lexicon_manifest.json,
w10_f1_v0p25_c2p0,10,1,0.25,2.0,393.0,206.0,187.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_Datos_Negativo;ont_total_positivo_mentions;ont_Tecnologia_Positivo;ont_InteligenciaArtificial_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9593.0,2852.0,100.0,True,0.0,results/sensitivity/w10_f1_v0p25_c2p0,passed,,
w10_f1_v0p5_c2p0,10,1,0.5,2.0,376.0,195.0,181.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_Datos_Negativo;ont_total_positivo_mentions;ont_Tecnologia_Positivo;ont_InteligenciaArtificial_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9594.0,2859.0,100.0,True,0.0,results/sensitivity/w10_f1_v0p5_c2p0,passed,,
w10_f1_v1p0_c2p0,10,1,1.0,2.0,333.0,172.0,161.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_total_positivo_mentions;ont_Datos_Negativo;ont_Tecnologia_Positivo;ont_Futuro_Negativo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9573.0,2515.0,100.0,True,0.0,results/sensitivity/w10_f1_v1p0_c2p0,passed,,
w10_f1_v1p5_c2p0,10,1,1.5,2.0,230.0,125.0,105.0,9323.0,3630.0,8.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Robot_Negativo;ont_Datos_Negativo;ont_Innovacion_Positivo;ont_total_positivo_mentions;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9507.0,2368.0,100.0,True,0.0,results/sensitivity/w10_f1_v1p5_c2p0,passed,,
w10_f1_v2p0_c2p0,10,1,2.0,2.0,119.0,56.0,63.0,9323.0,3630.0,9.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_total_positivo_mentions;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9287.0,2097.0,100.0,True,0.0,results/sensitivity/w10_f1_v2p0_c2p0,passed,,
w10_f2_v0p25_c2p0,10,2,0.25,2.0,173.0,106.0,67.0,9323.0,3630.0,10.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_Tecnologia_Positivo;ont_Etica_Negativo;ont_Datos_Negativo;ont_total_positivo_mentions;ont_Futuro_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9517.0,2316.0,100.0,True,0.0,results/sensitivity/w10_f2_v0p25_c2p0,passed,,
w10_f2_v0p5_c2p0,10,2,0.5,2.0,166.0,104.0,62.0,9323.0,3630.0,10.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_Tecnologia_Positivo;ont_Etica_Negativo;ont_Datos_Negativo;ont_total_positivo_mentions;ont_Futuro_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9518.0,2321.0,100.0,True,0.0,results/sensitivity/w10_f2_v0p5_c2p0,passed,,
w10_f2_v1p0_c2p0,10,2,1.0,2.0,149.0,92.0,57.0,9323.0,3630.0,9.0,ont_total_negativo_mentions;ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_Robot_Negativo;ont_Tecnologia_Positivo;ont_Etica_Negativo;ont_Innovacion_Positivo;ont_total_positivo_mentions;ont_Futuro_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9493.0,2250.0,100.0,True,0.0,results/sensitivity/w10_f2_v1p0_c2p0,passed,,
w10_f2_v1p5_c2p0,10,2,1.5,2.0,102.0,67.0,35.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Datos_Negativo;ont_Robot_Negativo;ont_Innovacion_Positivo;ont_total_positivo_mentions;ont_Tecnologia_Positivo;ont_InteligenciaArtificial_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9434.0,2277.0,100.0,True,0.0,results/sensitivity/w10_f2_v1p5_c2p0,passed,,
w10_f2_v2p0_c2p0,10,2,2.0,2.0,55.0,30.0,25.0,9323.0,3630.0,9.0,ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_domain_density;ont_Etica_Negativo;ont_Datos_Negativo;ont_Robot_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro;ont_total_positivo_mentions,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9213.0,1984.0,100.0,True,0.0,results/sensitivity/w10_f2_v2p0_c2p0,passed,,
w10_f3_v0p25_c2p0,10,3,0.25,2.0,95.0,65.0,30.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Etica_Negativo;ont_Robot_Negativo;ont_Tecnologia_Positivo;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_Innovacion_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9495.0,1779.0,100.0,True,0.0,results/sensitivity/w10_f3_v0p25_c2p0,passed,,
w10_f3_v0p5_c2p0,10,3,0.5,2.0,92.0,64.0,28.0,9323.0,3630.0,9.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Etica_Negativo;ont_Robot_Negativo;ont_Tecnologia_Positivo;ont_Datos_Negativo;ont_Innovacion_Neutro;ont_Innovacion_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9497.0,1780.0,100.0,True,0.0,results/sensitivity/w10_f3_v0p5_c2p0,passed,,
w10_f3_v1p0_c2p0,10,3,1.0,2.0,80.0,56.0,24.0,9323.0,3630.0,6.0,ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_total_negativo_mentions;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Positivo,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9469.0,1724.0,100.0,True,0.0,results/sensitivity/w10_f3_v1p0_c2p0,passed,,
w10_f3_v1p5_c2p0,10,3,1.5,2.0,55.0,41.0,14.0,9323.0,3630.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Datos_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9413.0,1813.0,100.0,True,0.0,results/sensitivity/w10_f3_v1p5_c2p0,passed,,
w10_f3_v2p0_c2p0,10,3,2.0,2.0,26.0,18.0,8.0,9323.0,3630.0,7.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Datos_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9182.0,1778.0,100.0,True,0.0,results/sensitivity/w10_f3_v2p0_c2p0,passed,,
w10_f5_v0p25_c2p0,10,5,0.25,2.0,39.0,25.0,14.0,9323.0,3630.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9397.0,1786.0,100.0,True,0.0,results/sensitivity/w10_f5_v0p25_c2p0,passed,,
w10_f5_v0p5_c2p0,10,5,0.5,2.0,38.0,25.0,13.0,9323.0,3630.0,6.0,ont_domain_density;ont_total_negativo_mentions;ont_InteligenciaArtificial_Negativo;ont_Etica_Negativo;ont_Innovacion_Neutro;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9399.0,1785.0,100.0,True,0.0,results/sensitivity/w10_f5_v0p5_c2p0,passed,,
w10_f5_v1p0_c2p0,10,5,1.0,2.0,32.0,21.0,11.0,9323.0,3630.0,6.0,ont_domain_density;ont_InteligenciaArtificial_Negativo;ont_total_negativo_mentions;ont_Innovacion_Neutro;ont_Etica_Negativo;ont_Tecnologia_Neutro,1489.0,92.25526641883519,1408.0,87.2366790582404,14827.0,1901.0,9373.0,1786.0,100.0,True,0.0,results/sensitivity/w10_f5_v1p0_c2p0,passed,,
